傲岸不群	aabq
白里透红	blth
百里挑一	blty
不露声色	blus
拨乱视听	blut
不吝指教	blvj
波澜壮阔	blvk
逼良为娼	blwc
逼良为娼	blwi
步履维艰	blwj
表里为奸	blwj
白露为霜	blws
白露为霜	blwu
包罗万象	blwx
别来无恙	blwy
暴露无遗	blwy
不立文字	blwz
不良习惯	blxg
伯乐相马	blxm
半老徐娘	blxn
玻璃纤维	blxw
不留余地	blyd
白龙鱼服	blyf
不利因素	blys
表里一致	blyv
本来以为	blyw
表里一致	blyz
不良资产	blzc
不良资产	blzi
不吝指教	blzj
波澜壮阔	blzk
暴戾恣睢	blzs
霸陵醉尉	blzw
不吝珠玉	blzy
不明不白	bmbb
闭门不出	bmbc
闭门不出	bmbi
不蔓不枝	bmbv
半梦半醒	bmbx
背盟败约	bmby
不蔓不枝	bmbz
北面称臣	bmcc
摆明车马	bmcm
病魔缠身	bmcs
白眉赤眼	bmcy
本末倒置	bmdz
不谋而合	bmeh
不默而生	bmes
不默而生	bmeu
筚门闺窦	bmgd
病民蛊国	bmgg
笔墨官司	bmgs
闭门酣歌	bmhg
白旄黄钺	bmhy
摆明车马	bmim
病魔缠身	bmiu
八面见光	bmjg
薄命佳人	bmjr
拔毛济世	bmjs
八面来风	bmlf
八面玲珑	bmll
拔茅连茹	bmlr
拔毛连茹	bmlr
闭门觅句	bmmj
班门弄斧	bmnf
不瞒你说	bmns
不瞒你说	bmnu
北门南牙	bmny
闭门却扫	bmqs
不谋其政	bmqv
不谋其政	bmqz
八面受敌	bmsd
八面驶风	bmsf
闭门思过	bmsg
表面上看	bmsk
不明事理	bmsl
白面书生	bmss
闭目塞听	bmst
北门锁钥	bmsy
闭门投辖	bmtx
表面上看	bmuk
不明事理	bmul
不毛之地	bmvd
百忙之中	bmvv
不明真相	bmvx
笔墨纸砚	bmvy
兵马未动	bmwd
八面威风	bmwf
表面文章	bmwv
白马王子	bmwz
表面文章	bmwz
宝马香车	bmxc
宝马香车	bmxi
表面现象	bmxx
八面莹澈	bmyc
不名一钱	bmyq
八面圆通	bmyt
不名一文	bmyw
变名易姓	bmyx
闭门造车	bmzc
不毛之地	bmzd
不牧之地	bmzd
半面之交	bmzj
半面之旧	bmzj
八面张罗	bmzl
摽梅之年	bmzn
不明真相	bmzx
笔墨纸砚	bmzy
不鸣则已	bmzy
百忙之中	bmzz
拔苗助长	bmzz
不年不节	bnbj
不男不女	bnbn
百年不遇	bnby
百鸟朝凤	bncf
百年大计	bndj
不怒而威	bnew
百年好合	bnhh
百鸟朝凤	bnif
不念旧恶	bnje
百念皆灰	bnjh
不难看出	bnkc
不难看出	bnki
百年难遇	bnny
搬弄是非	bnsf
百年树人	bnsr
八难三灾	bnsz
搬弄是非	bnuf
百年树人	bnur
暴虐无道	bnwd
不能瓦全	bnwq
不宁唯是	bnws
笨鸟先飞	bnxf
百年偕老	bnxl
不难想象	bnxx
不能自拔	bnzb
百年之柄	bnzb
百年之好	bnzh
百年之后	bnzh
搏牛之虻	bnzm
不怒自威	bnzw
不能自已	bnzy
不偏不党	bpbd
不破不立	bpbl
不怕不怕	bpbp
不偏不倚	bpby
剥皮抽筋	bpcj
剥皮抽筋	bpij
补偏救弊	bpjb
鞭辟近里	bpjl
杯盘狼藉	bplj
宾朋满座	bpmz
鞭辟入里	bprl
抱朴守拙	bpsz
抱朴守拙	bpuv
白跑一趟	bpyt
不怕一万	bpyw
不平则鸣	bpzm
不欺暗室	bqas
不欺暗室	bqau
不清不楚	bqbc
半青半黄	bqbh
不清不楚	bqbi
不屈不挠	bqbn
拔群出萃	bqcc
不弃草昧	bqcm
补阙灯檠	bqdq
博洽多闻	bqdw
不确定性	bqdx
不擒二毛	bqem
不期而然	bqer
不期而至	bqev
不期而遇	bqey
不期而至	bqez
避其锋芒	bqfm
百犬吠声	bqfs
薄情寡义	bqgy
不求回报	bqhb
步其后尘	bqhc
暴取豪夺	bqhd
步其后尘	bqhi
鼻青脸肿	bqlv
屏气敛息	bqlx
鼻青脸肿	bqlz
兵强马壮	bqmv
兵强马壮	bqmz
屏气凝神	bqns
屏气凝神	bqnu
百巧千穷	bqqq
避其锐气	bqrq
巴前算后	bqsh
不切实际	bqsj
不求甚解	bqsj
版权所有	bqsy
补阙拾遗	bqsy
不切实际	bquj
比起这个	bqvg
不情之请	bqvq
霸权主义	bqvy
不求闻达	bqwd
不期修古	bqxg
不求有功	bqyg
冰清玉洁	bqyj
冰清玉润	bqyr
比起这个	bqzg
贝阙珠宫	bqzg
跋前踬后	bqzh
不请自来	bqzl
不情之请	bqzq
霸权主义	bqzy
不起作用	bqzy
悖入悖出	brbc
勃然变色	brbs
倍日并行	brbx
不仁不义	brby
不日不月	brby
不然的话	brdh
勃然大怒	brdn
哺乳动物	brdw
并日而食	bres
勃然奋励	brfl
不容分说	brfs
髀肉复生	brfs
不容分说	brfu
病入膏肓	brgh
不如归去	brgq
病入骨髓	brgs
蔽日干云	brgy
步人后尘	brhc
步人后尘	brhi
薄弱环节	brhj
不容忽视	brhs
不容忽视	brhu
不入虎穴	brhx
白日见鬼	brjg
傍人篱壁	brlb
不容乐观	brlg
傍人门户	brmh
不如人意	brry
不辱使命	brsm
白日升天	brst
不入时宜	brsy
不辱使命	brum
步入正轨	brvg
不容置喙	brvh
不忍直视	brvu
不容置疑	brvy
兵戎相见	brxj
避让贤路	brxl
巴人下里	brxl
不容小觑	brxq
不容有失	brys
不容有失	bryu
白日衣绣	bryx
不容置辩	brzb
不忍卒读	brzd
步入正轨	brzg
不容置喙	brzh
白日做梦	brzm
不忍直视	brzs
不容置疑	brzy
变生不测	bsbc
褒善贬恶	bsbe
半死不活	bsbh
不死不活	bsbh
百思不解	bsbj
百试百灵	bsbl
不衫不履	bsbl
白首北面	bsbm
百世不磨	bsbm
不生不灭	bsbm
把屎把尿	bsbn
半身不遂	bsbs
半生不熟	bsbs
不三不四	bsbs
不胜杯杓	bsbs
不声不响	bsbx
不死不休	bsbx
不上不下	bsbx
比上不足	bsbz
不识不知	bsbz
拔山超海	bsch
百舍重茧	bscj
杯水车薪	bscx
把素持斋	bscz
板上钉钉	bsdd
不识大体	bsdt
博识多通	bsdt
拔十得五	bsdw
不说二话	bseh
不守妇道	bsfd
博硕肥腯	bsft
饱受非议	bsfy
不失圭撮	bsgc
拔山扛鼎	bsgd
不识高低	bsgd
拔山盖世	bsgs
班师回朝	bshc
不识好歹	bshd
不思悔改	bshg
不失毫厘	bshl
白山黑水	bshs
百身何赎	bshs
拔树撼山	bshs
备受煎熬	bsja
拔山举鼎	bsjd
不胜酒力	bsjl
不思进取	bsjq
避世绝俗	bsjs
避实击虚	bsjx
白水鉴心	bsjx
避实就虚	bsjx
博施济众	bsjz
白色恐怖	bskb
白首空归	bskg
宝山空回	bskh
百事可乐	bskl
不甚了了	bsll
巴塞罗那	bsln
豹死留皮	bslp
逼上梁山	bsls
巴三览四	bsls
不食马肝	bsmg
不胜枚举	bsmj
不甚明了	bsml
博士买驴	bsml
背山面水	bsms
百身莫赎	bsms
八十年代	bsnd
冰山难靠	bsnk
波斯尼亚	bsny
饱食暖衣	bsny
比试切磋	bsqc
不胜其烦	bsqf
白手起家	bsqj
白首穷经	bsqj
笔扫千军	bsqj
背山起楼	bsql
百岁千秋	bsqq
不胜其任	bsqr
冰释前嫌	bsqx
不胜荣幸	bsrx
拔树搜根	bssg
不失时机	bssj
北叟失马	bssm
巴山蜀水	bsss
跋山涉水	bsss
不识时务	bssw
百兽率舞	bssw
拔十失五	bssw
不识抬举	bstj
不识泰山	bsts
不速之客	bsvk
榜上无名	bswm
不是问题	bswt
必输无疑	bswy
必死无疑	bswy
拔树寻根	bsxg
不塞下流	bsxl
屏声息气	bsxq
博士学位	bsxw
白首相知	bsxz
不说也罢	bsyb
不识一丁	bsyd
不是一个	bsyg
冰山一角	bsyj
榜上有名	bsym
变色易容	bsyr
败事有余	bsyy
巴山夜雨	bsyy
背水一战	bsyz
别树一帜	bsyz
不食之地	bszd
不赏之功	bszg
不世之功	bszg
搬石砸脚	bszj
不速之客	bszk
备受瞩目	bszm
饱食终日	bszr
百舌之声	bszs
不食周粟	bszs
阪上走丸	bszw
不识之无	bszw
不时之需	bszx
白首之心	bszx
伴食宰相	bszx
变色之言	bszy
变生肘腋	bszy
不舍昼夜	bszy
不太安全	btaq
半推半就	btbj
不吐不快	btbk
笨头笨脑	btbn
不吐不茹	btbr
拜托拜托	btbt
半吞半吐	btbt
冰炭不投	btbt
不痛不痒	btby
冰炭不言	btby
不同程度	btcd
八抬大轿	btdj
抱头大哭	btdk
白头到老	btdl
不同的人	btdr
不停的说	btds
不停的说	btdu
半途而废	btef
不太方便	btfb
不退反进	btfj
不同凡俗	btfs
不同凡响	btfx
标同伐异	btfy
别太过分	btgf
不太高兴	btgx
不太好吧	bthb
不太好看	bthk
冰糖葫芦	bthl
白天黑夜	bthy
豹头环眼	bthy
不同程度	btid
博通经籍	btjj
不太吉利	btjl
拔腿就跑	btjp
不太看好	btkh
不太可能	btkn
抱头乱串	btlc
抱头乱串	btli
不太了解	btlj
巴吞鲁日	btlr
遍体鳞伤	btls
不同流俗	btls
遍体鳞伤	btlu
不太理想	btlx
不太明白	btmb
悲天悯人	btmr
不太明显	btmx
不太满意	btmy
本同末异	btmy
不太清楚	btqc
不太清楚	btqi
不通情理	btql
抱团取暖	btqn
暴跳如雷	btrl
不通人情	btrq
不太认识	btrs
不太认同	btrt
不太认识	btru
白头如新	btrx
抱头鼠窜	btsc
不太舒服	btsf
遍体生寒	btsh
不通水火	btsh
不太熟悉	btsx
抱头痛哭	bttk
巴头探脑	bttn
暴殄天物	bttw
抱头鼠窜	btuc
不太舒服	btuf
遍体生寒	btuh
不太熟悉	btux
不同之处	btvi
不同政见	btvj
别太晚了	btwl
不同寻常	btxc
冰天雪地	btxd
不太习惯	btxg
不太喜欢	btxh
不同寻常	btxi
白头偕老	btxl
白头相守	btxs
波涛汹涌	btxy
冰天雪窑	btxy
不提也罢	btyb
悲痛欲绝	btyj
补天浴日	btyr
不太一样	btyy
不太赞成	btzc
不同之处	btzc
逋逃之臣	btzc
补天柱地	btzd
不太赞成	btzi
不同政见	btzj
不腆之仪	btzy
不祧之祖	btzz
变生不测	bubc
百试百灵	bubl
把屎把尿	bubn
半身不遂	bubs
半生不熟	bubu
不声不响	bubx
比上不足	bubz
不识大体	budt
不说二话	bueh
不守妇道	bufd
饱受非议	bufy
不识好歹	buhd
班师回朝	buhi
白山黑水	buhu
杯水车薪	buix
备受煎熬	buja
不胜酒力	bujl
避实击虚	bujx
宝山空回	bukh
百事可乐	bukl
逼上梁山	bulu
不甚明了	buml
背山面水	bumu
八十年代	bund
比试切磋	buqc
不胜其烦	buqf
白手起家	buqj
冰释前嫌	buqx
不胜荣幸	burx
不识抬举	butj
不失时机	buuj
不识时务	buuw
备受瞩目	buvm
饱食终日	buvr
不时之需	buvx
榜上无名	buwm
不是问题	buwt
必输无疑	buwy
博士学位	buxw
不说也罢	buyb
不是一个	buyg
冰山一角	buyj
榜上有名	buym
背水一战	buyv
败事有余	buyy
包治百病	bvbb
百战不殆	bvbd
百折不回	bvbh
不知不觉	bvbj
不折不扣	bvbk
保质保量	bvbl
百折不挠	bvbn
百战百胜	bvbu
半遮半掩	bvby
不知道了	bvdl
不战而胜	bveu
不知凡几	bvfj
不知高低	bvgd
本职工作	bvgz
不知好歹	bvhd
不知悔改	bvhg
不着痕迹	bvhj
屏住呼吸	bvhx
白纸黑字	bvhz
不支持了	bvil
宾主尽欢	bvjh
不知就里	bvjl
避重就轻	bvjq
不知进退	bvjt
不追既往	bvjw
不置可否	bvkf
不知廉耻	bvli
不斩来使	bvlu
彼之蜜糖	bvmt
彼之砒霜	bvpu
不知其二	bvqe
百转千回	bvqh
不知轻重	bvqv
不知去向	bvqx
宾至如归	bvrg
不知肉味	bvrw
不知所措	bvsc
不知死活	bvsh
不知所终	bvsv
不知所谓	bvsw
不知所云	bvsy
不知所踪	bvsz
不知深浅	bvuq
不知生死	bvus
必争之地	bvvd
不正之风	bvvf
伯仲之间	bvvj
不治之症	bvvv
不知为何	bvwh
败者为寇	bvwk
不知羞耻	bvxi
不至于吧	bvyb
不止一次	bvyc
不止一个	bvyg
秉烛夜话	bvyh
闭着眼睛	bvyj
报之以李	bvyl
不值一提	bvyt
不值一哂	bvyu
白纸一张	bvyv
不值一文	bvyw
秉烛夜游	bvyy
敝帚自珍	bvzv
不温不火	bwbh
霸王别姬	bwbj
不闻不问	bwbw
不文不武	bwbw
博闻辩言	bwby
抱瓮出灌	bwcg
备位充数	bwcs
兵无常势	bwcs
别无长物	bwcw
不枉此行	bwcx
不忘初心	bwcx
比物此志	bwcz
不无道理	bwdl
博闻多识	bwds
博闻多识	bwdu
别无二致	bwev
不恶而严	bwey
别无二致	bwez
别无分店	bwfd
霸王风月	bwfy
不忘沟壑	bwgh
不忘故旧	bwgj
不无关系	bwgx
白往黑来	bwhl
白屋寒门	bwhm
别无长物	bwiw
不忘初心	bwix
兵微将寡	bwjg
百无禁忌	bwjj
保外就医	bwjy
比屋可封	bwkf
不务空名	bwkm
不问可知	bwkv
不问可知	bwkz
百无聊赖	bwll
百万买宅	bwmz
不为牛后	bwnh
不违农时	bwns
不畏强暴	bwqb
博闻强记	bwqj
不畏权势	bwqs
不畏权势	bwqu
博闻强识	bwqv
博物洽闻	bwqw
博闻强识	bwqz
不为人知	bwrv
不为人知	bwrz
不为所动	bwsd
别无所求	bwsq
八万四千	bwsq
别无他法	bwtf
霸王条款	bwtk
别无他念	bwtn
别无他求	bwtq
别无他途	bwtt
别无他物	bwtw
比武招亲	bwvq
不务正业	bwvy
变危为安	bwwa
不为瓦全	bwwq
把玩无厌	bwwy
不无小补	bwxb
薄物细故	bwxg
百万雄师	bwxs
别无选择	bwxz
博文约礼	bwyl
百无一能	bwyn
百无一失	bwys
百无一是	bwys
不为已甚	bwys
并为一谈	bwyt
百无一用	bwyy
抱蔓摘瓜	bwzg
不舞之鹤	bwzh
比武招亲	bwzq
不务正业	bwzy
白雪皑皑	bxaa
并行不悖	bxbb
不修边幅	bxbf
半新不旧	bxbj
不徐不疾	bxbj
本相毕露	bxbl
补血补气	bxbq
本乡本土	bxbt
半信不信	bxbx
半信半疑	bxby
冰雪聪明	bxcm
笔下超生	bxcs
不虚此行	bxcx
博学多才	bxdc
彪形大汉	bxdh
不想多说	bxds
不想多说	bxdu
博学多闻	bxdw
碧血丹心	bxdx
败兴而归	bxeg
不宣而战	bxev
不宣而战	bxez
不惜工本	bxgb
兵行诡道	bxgd
八仙过海	bxgh
保险公司	bxgs
白雪公主	bxgv
白雪公主	bxgz
笔下超生	bxiu
抱薪救火	bxjh
悲喜交集	bxjj
本小利大	bxld
本小利微	bxlw
标新立异	bxly
拔新领异	bxly
本性难改	bxng
不懈努力	bxnl
屏息凝神	bxns
屏息凝神	bxnu
本性难移	bxny
禀性难移	bxny
秉性难移	bxny
保险起见	bxqj
摆袖却金	bxqj
避凶趋吉	bxqj
败絮其中	bxqv
背信弃义	bxqy
败絮其中	bxqz
包羞忍耻	bxrc
鼻息如雷	bxrl
不省人事	bxrs
不省人事	bxru
不恤人言	bxry
笔下生花	bxsh
不徇私情	bxsq
不相上下	bxsx
笔下生花	bxuh
不相上下	bxux
不屑置辩	bxvb
败下阵来	bxvl
饱学之士	bxvu
不祥之兆	bxvv
宝相庄严	bxvy
冰消瓦解	bxwj
不相为谋	bxwm
不学无术	bxws
不学无术	bxwu
不相闻问	bxww
步线行针	bxxz
不屑一顾	bxyg
不幸言中	bxyv
比下有余	bxyy
不幸言中	bxyz
必先与之	bxyz
不屑置辩	bxzb
伯埙仲篪	bxzc
把薪助火	bxzh
败下阵来	bxzl
帮闲钻懒	bxzl
饱学之士	bxzs
不肖子孙	bxzs
拔犀擢象	bxzx
宝相庄严	bxzy
不祥之兆	bxzz
百依百从	bybc
褒衣博带	bybd
不夷不惠	bybh
不依不饶	bybr
暴饮暴食	bybs
百依百顺	bybs
百衣百随	bybs
暴饮暴食	bybu
鄙于不屑	bybx
不言不语	byby
不阴不阳	byby
卜夜卜昼	bybz
白云苍狗	bycg
便宜从事	bycs
便宜从事	bycu
必要的话	bydh
毕业典礼	bydl
不饮盗泉	bydq
不用多说	byds
别有洞天	bydt
不用多说	bydu
不要当真	bydv
不用担心	bydx
八音迭奏	bydz
不要当真	bydz
不翼而飞	byef
八音遏密	byem
不约而同	byet
不言而信	byex
不言而喻	byey
不一而足	byez
别有肺肠	byfc
别有风趣	byfq
不由分说	byfs
不由分说	byfu
别有风味	byfw
比翼高飞	bygf
白云孤飞	bygf
不以规矩	bygj
不用管了	bygl
白衣公卿	bygq
必有后福	byhf
必有回响	byhx
奔逸绝尘	byjc
不宜久留	byjl
拨云见日	byjr
必有近忧	byjy
不用客气	bykq
不予理睬	bylc
不亦乐乎	bylh
饱以老拳	bylq
白云蓝天	bylt
比翼连枝	bylv
毕业论文	bylw
拨云撩雨	byly
比翼连枝	bylz
不厌其烦	byqf
比翼齐飞	byqf
不远千里	byql
白云亲舍	byqs
布衣黔首	byqs
白衣卿相	byqx
不厌其详	byqx
不因人热	byrr
暴雨如注	byrv
暴雨如注	byrz
白鱼入舟	byrz
北辕适楚	bysc
比翼双飞	bysf
必有死夫	bysf
半夜三更	bysg
毕业设计	bysj
必有所求	bysq
布衣蔬食	byss
别有天地	bytd
白衣天使	byts
白衣天使	bytu
比翼双飞	byuf
毕业设计	byuj
布衣蔬食	byuu
不义之财	byvc
布衣之交	byvj
必由之路	byvl
不予置评	byvp
鲍鱼之肆	byvs
不以为耻	bywc
布衣韦带	bywd
褒衣危冠	bywg
不以为耻	bywi
不要忘记	bywj
不远万里	bywl
不以为奇	bywq
不以为然	bywr
必有我师	byws
必有我师	bywu
白玉无瑕	bywx
不以为意	bywy
抱怨雪耻	byxc
别有心肝	byxg
闭月羞花	byxh
败也萧何	byxh
白眼相看	byxk
便宜行事	byxs
白衣秀士	byxs
百业萧条	byxt
便宜行事	byxu
必有一彪	byyb
不一样的	byyd
别有一番	byyf
必有勇夫	byyf
不遗余力	byyl
必有一伤	byys
必有一失	byys
不疑有他	byyt
别有用心	byyx
不易一字	byyz
秉要执本	byzb
不义之财	byzc
不易之典	byzd
伯玉知非	byzf
不预则废	byzf
布衣之交	byzj
必由之路	byzl
不易之论	byzl
不言自明	byzm
不予置评	byzp
鲍鱼之肆	byzs
不由自主	byzv
不虞之誉	byzy
不由自主	byzz
包治百病	bzbb
不置褒贬	bzbb
百战不殆	bzbd
不醉不归	bzbg
百折不回	bzbh
不知不觉	bzbj
不着边际	bzbj
不折不扣	bzbk
保质保量	bzbl
百折不挠	bzbn
不忮不求	bzbq
百战百胜	bzbs
笨嘴笨舌	bzbs
笨嘴笨舌	bzbu
不早不晚	bzbw
不止不行	bzbx
半遮半掩	bzby
卜昼卜夜	bzby
不在此列	bzcl
不支持了	bzcl
餔糟啜醨	bzcl
不足齿数	bzcs
秉烛待旦	bzdd
不知丁董	bzdd
半自动化	bzdh
八字打开	bzdk
不知道了	bzdl
不知端倪	bzdn
不战而胜	bzes
不知凡几	bzfj
婢作夫人	bzfr
不做凤尾	bzfw
不足挂齿	bzgc
不主故常	bzgc
不知高低	bzgd
不足挂齿	bzgi
不知甘苦	bzgk
本职工作	bzgz
不知好歹	bzhd
不知悔改	bzhg
奔走呼号	bzhh
不着痕迹	bzhj
不在话下	bzhx
屏住呼吸	bzhx
白纸黑字	bzhz
璧坐玑驰	bzjc
宾主尽欢	bzjh
璧坐玑驰	bzji
不知纪极	bzjj
不知就里	bzjl
避重就轻	bzjq
不栉进士	bzjs
不知进退	bzjt
不追既往	bzjw
不足介意	bzjy
不置可否	bzkf
不知廉耻	bzlc
不知利害	bzlh
憋足了劲	bzlj
不自量力	bzll
笔走龙蛇	bzls
不斩来使	bzls
笔走龙蛇	bzlu
败走麦城	bzmc
笔诛墨伐	bzmf
败走麦城	bzmi
摆在面前	bzmq
彼之蜜糖	bzmt
不怎么样	bzmy
抱子弄孙	bzns
彼之砒霜	bzps
不知其二	bzqe
百转千回	bzqh
敝帚千金	bzqj
兵在其颈	bzqj
不知其可	bzqk
不在其位	bzqw
不知去向	bzqx
不知其详	bzqx
不知轻重	bzqz
宾至如归	bzrg
不知肉味	bzrw
宝珠市饼	bzsb
不知所措	bzsc
不择手段	bzsd
不知死活	bzsh
不知深浅	bzsq
不知生死	bzss
拔宅上升	bzss
不知所谓	bzsw
不知世务	bzsw
不知所云	bzsy
不知所以	bzsy
不知所终	bzsz
不知所踪	bzsz
必遭天谴	bztq
不择手段	bzud
不足之处	bzvi
笨嘴拙舌	bzvu
不足为怪	bzwg
彼众我寡	bzwg
不知为何	bzwh
不足为患	bzwh
不足为据	bzwj
败者为寇	bzwk
不足为虑	bzwl
不足为凭	bzwp
不足为奇	bzwq
不足为训	bzwx
败则为贼	bzwz
不知羞耻	bzxc
奔走相告	bzxg
憋在心里	bzxl
不至于吧	bzyb
不赞一词	bzyc
不止一次	bzyc
不止一个	bzyg
币重言甘	bzyg
不值一顾	bzyg
秉烛夜话	bzyh
不知有汉	bzyh
闭着眼睛	bzyj
报之以李	bzyl
不足与谋	bzym
不值一钱	bzyq
不值一哂	bzys
八珍玉食	bzys
不值一提	bzyt
不值一文	bzyw
秉烛夜游	bzyy
炳烛夜游	bzyy
白纸一张	bzyz
拔帜易帜	bzyz
不长一智	bzyz
不足之处	bzzc
百足之虫	bzzc
必争之地	bzzd
不正之风	bzzf
不作浊富	bzzf
伯仲之间	bzzj
笨嘴拙舌	bzzs
奔走钻营	bzzy
俾昼作夜	bzzy
敝帚自珍	bzzz
不治之症	bzzz
长安道上	cads
尘埃落定	cald
长安棋局	caqj
赤壁鏖兵	cbab
除暴安良	cbal
吃不饱饭	cbbf
残兵败将	cbbj
处变不惊	cbbj
寸步不离	cbbl
残暴不仁	cbbr
寸步不让	cbbr
常备不懈	cbbx
惨白惨白	cbcb
齿白唇红	cbch
残编断简	cbdj
差不多了	cbdl
词不逮理	cbdl
成败得失	cbds
尺布斗粟	cbds
词不达意	cbdy
辞不达意	cbdy
拆白道字	cbdz
喘不过气	cbgq
长臂管辖	cbgx
春冰虎尾	cbhw
吃饱喝足	cbhz
猝不及防	cbjf
沈博绝丽	cbjl
沉博绝丽	cbjl
臭不可当	cbkd
臭不可闻	cbkw
财不露白	cblb
成败利钝	cbld
残编裂简	cblj
成败论人	cblr
唇不离腮	cbls
秤不离砣	cblt
残杯冷炙	cblv
残杯冷炙	cblz
吃闭门羹	cbmg
插标卖首	cbms
寸步难行	cbnx
寸步难移	cbny
寸步千里	cbql
惨不忍睹	cbrd
惨不忍闻	cbrw
惨不忍言	cbry
虫臂鼠肝	cbsg
彩笔生花	cbsh
成百上千	cbsq
才蔽识浅	cbsq
赤膊上阵	cbsz
差不太多	cbtd
才薄智浅	cbvq
草本植物	cbvw
慈悲为本	cbwb
慈悲为怀	cbwh
苍白无力	cbwl
诚不我欺	cbwq
吃不下饭	cbxf
城北徐公	cbxg
吃不下去	cbxq
称霸一方	cbyf
穿壁引光	cbyg
臭不要脸	cbyl
才薄智浅	cbzq
沉不住气	cbzq
材薄质衰	cbzs
草本植物	cbzw
蝉不知雪	cbzx
措辞不当	ccbd
裁长补短	ccbd
此唱彼和	ccbh
愁肠百结	ccbj
迟迟不来	ccbl
寸草不留	ccbl
参差不齐	ccbq
层出不穷	ccbq
踌躇不前	ccbq
踟蹰不前	ccbq
出尘不染	ccbr
寸草不生	ccbs
超尘拔俗	ccbs
寸草不生	ccbu
刺刺不休	ccbx
参差不一	ccby
摧城拔寨	ccbz
采椽不斫	ccbz
愁肠寸断	cccd
蹭吃蹭喝	ccch
吹唇唱吼	ccch
寸草春晖	ccch
参差错落	cccl
处处掣肘	cccz
层层叠叠	ccdd
抽抽搭搭	ccdd
粗茶淡饭	ccdf
乘车戴笠	ccdl
璀璨夺目	ccdm
楚楚动人	ccdr
察察而明	ccem
匆匆过客	ccgk
重重关卡	ccgq
擦出火花	cchh
吃吃喝喝	cchh
驰骋疆场	ccjc
趁此机会	ccjh
重出江湖	ccjh
愁肠九回	ccjh
草船借箭	ccjj
长长久久	ccjj
从长计议	ccjy
重操旧业	ccjy
楚材晋用	ccjy
楚楚可怜	cckl
重重困难	cckn
尺寸可取	cckq
陈词滥调	ccld
错彩镂金	cclj
草草了事	ccls
唱筹量沙	ccls
草草了事	cclu
初出茅庐	ccml
缠缠绵绵	ccmm
匆匆忙忙	ccmm
踌躇满志	ccmz
蚕丛鸟道	ccnd
插翅难飞	ccnf
称臣纳贡	ccng
吵吵闹闹	ccnn
插翅难逃	ccnt
处处碰壁	ccpb
尺椽片瓦	ccpw
除残去秽	ccqh
凑凑热闹	ccrn
吵吵嚷嚷	ccrr
草草收兵	ccsb
草草收场	ccsc
残茶剩饭	ccsf
沉沉睡去	ccsq
草草收尾	ccsw
草草收兵	ccub
草草收场	ccui
草草收尾	ccuw
草创未就	ccwj
察察为明	ccwm
持筹握算	ccws
颤颤巍巍	ccww
出此下策	ccxc
赤诚相待	ccxd
唇齿相依	ccxy
陈陈相因	ccxy
超超玄著	ccxz
蠢蠢欲动	ccyd
苍翠欲滴	ccyd
吃穿用度	ccyd
从此以后	ccyh
从长远看	ccyk
吃错药了	ccyl
长此以往	ccyw
绰绰有余	ccyy
唇齿之邦	cczb
尺寸之地	cczd
撑肠拄腹	cczf
尺寸之功	cczg
仓卒之际	cczj
仓卒主人	cczr
除此之外	cczw
吃穿住行	cczx
扯扯拽拽	cczz
操刀必割	cdbg
拆东补西	cdbx
尺短寸长	cdcc
寸地尺天	cdct
称德度功	cddg
抽刀断水	cdds
从大到小	cddx
吹大法螺	cdfl
重蹈覆辙	cdfz
怆地呼天	cdht
才德兼备	cdjb
材德兼备	cdjb
闯荡江湖	cdjh
刺刀见红	cdjh
唱独角戏	cdjx
惨淡经营	cdjy
