aabq	傲岸不群
buhi	班师回朝
buhd	不识好歹
bshg	不思悔改
buhl	不失毫厘
buhu	白山黑水|百身何赎|拔树撼山
buja	备受煎熬
bujd	拔山举鼎
bujl	不胜酒力
bsjq	不思进取
bujs	避世绝俗
bujx	避实击虚|白水鉴心|避实就虚
bujv	博施济众
bskb	白色恐怖
bukg	白首空归
bukh	宝山空回
bukl	百事可乐
bull	不甚了了
bsln	巴塞罗那
bslp	豹死留皮
bulu	逼上梁山
bsls	巴三览四
bumg	不食马肝
bumj	不胜枚举
buml	不甚明了|博士买驴
bumu	背山面水|百身莫赎
bund	八十年代
bunk	冰山难靠
bsny	波斯尼亚
buny	饱食暖衣
buqc	比试切磋
buqf	不胜其烦
buqj	白手起家|白首穷经
bsqj	笔扫千军
buql	背山起楼
bsqq	百岁千秋
buqr	不胜其任
buqx	冰释前嫌
burx	不胜荣幸
busg	拔树搜根
buuj	不失时机
bsum	北叟失马
buuu	巴山蜀水|跋山涉水
buuw	不识时务|百兽率舞|拔十失五
butj	不识抬举
butu	不识泰山
bsvk	不速之客
buwm	榜上无名
buwt	不是问题
buwy	必输无疑
bswy	必死无疑
buxg	拔树寻根
bsxl	不塞下流
buxq	屏声息气
buxw	博士学位
buxv	白首相知
buyb	不说也罢
buyd	不识一丁
buyg	不是一个
buyj	冰山一角
buym	榜上有名
bsyr	变色易容
buyy	败事有余|巴山夜雨
buyv	背水一战|别树一帜
buvd	不食之地
buvg	不赏之功|不世之功
buzj	搬石砸脚
buvm	备受瞩目
buvr	饱食终日
buvu	百舌之声
buvs	不食周粟
buzw	阪上走丸
buvw	不识之无
buvx	不时之需|白首之心
buzx	伴食宰相
bsvy	变色之言
buvy	变生肘腋|不舍昼夜
btaq	不太安全
btbj	半推半就
btbk	不吐不快
btbn	笨头笨脑
btbr	不吐不茹
btbt	拜托拜托|半吞半吐|冰炭不投
btby	不痛不痒|冰炭不言
btid	不同程度
btdj	八抬大轿
btdk	抱头大哭
btdl	白头到老
btdr	不同的人
btdu	不停的说
btef	半途而废
btfb	不太方便
btfj	不退反进
btfs	不同凡俗
btfx	不同凡响
btfy	标同伐异
btgf	别太过分
btgx	不太高兴
bthb	不太好吧
bthk	不太好看
bthl	冰糖葫芦
bthy	白天黑夜|豹头环眼
btjj	博通经籍
btjl	不太吉利
btjp	拔腿就跑
btkh	不太看好
btkn	不太可能
btli	抱头乱串
btlj	不太了解
btlr	巴吞鲁日
btlu	遍体鳞伤
btls	不同流俗
btlx	不太理想
btmb	不太明白
btmr	悲天悯人
btmx	不太明显
btmy	不太满意|本同末异
btqi	不太清楚
btql	不通情理
btqn	抱团取暖
btrl	暴跳如雷
btrq	不通人情
btru	不太认识
btrt	不太认同
btrx	白头如新
btuc	抱头鼠窜
btuf	不太舒服
btuh	遍体生寒|不通水火
btux	不太熟悉
bttk	抱头痛哭
bttn	巴头探脑
bttw	暴殄天物
btvi	不同之处|逋逃之臣
btvj	不同政见
btwl	别太晚了
btxi	不同寻常
btxd	冰天雪地
btxg	不太习惯
btxh	不太喜欢
btxl	白头偕老
btxu	白头相守
btxy	波涛汹涌|冰天雪窑
btyb	不提也罢
btyj	悲痛欲绝
btyr	补天浴日
btyy	不太一样
btzi	不太赞成
btvd	补天柱地
btvy	不腆之仪
btvz	不祧之祖
bvbb	包治百病|不置褒贬
bvbd	百战不殆
bvbh	百折不回
bvbj	不知不觉|不着边际
bvbk	不折不扣
bvbl	保质保量
bvbn	百折不挠
bvbu	百战百胜
bvby	半遮半掩|卜昼卜夜
bvdl	不知道了
bveu	不战而胜
bvfj	不知凡几
bvgd	不知高低
bvgz	本职工作
bvhd	不知好歹
bvhg	不知悔改
bvhj	不着痕迹
bvhx	屏住呼吸
bvhz	白纸黑字
bvil	不支持了
bvjh	宾主尽欢
bvjl	不知就里
bvjq	避重就轻
bvjt	不知进退
bvjw	不追既往
bvkf	不置可否
bvli	不知廉耻
bvlu	不斩来使
bvmt	彼之蜜糖
bvpu	彼之砒霜
bvqe	不知其二
bvqh	百转千回
bvqv	不知轻重
bvqx	不知去向|不知其详
bvrg	宾至如归
bvrw	不知肉味
bvsc	不知所措
bvsh	不知死活
bvsv	不知所终
bvsw	不知所谓
bvsy	不知所云|不知所以
bvsz	不知所踪
bvuq	不知深浅
bvus	不知生死
bvvd	必争之地
bvvf	不正之风
bvvj	伯仲之间
bvvv	不治之症
bvwh	不知为何
bvwk	败者为寇
bvxi	不知羞耻
bvyb	不至于吧
bvyc	不止一次
bvyg	不止一个|币重言甘|不值一顾
bvyh	秉烛夜话|不知有汉
bvyj	闭着眼睛
bvyl	报之以李
bvyt	不值一提
bvyu	不值一哂|八珍玉食
bvyv	白纸一张|拔帜易帜|不长一智
bvyw	不值一文
bvyy	秉烛夜游|炳烛夜游
bvzv	敝帚自珍
bwbh	不温不火
bwbj	霸王别姬
bwbw	不闻不问|不文不武
bwby	博闻辩言
bwig	抱瓮出灌
bwiu	备位充数|兵无常势
bwiw	别无长物
bwcx	不枉此行
bwix	不忘初心
bwcv	比物此志
bwdl	不无道理
bwdu	博闻多识
bwev	别无二致
bwey	不恶而严
bwfd	别无分店
bwfy	霸王风月
bwgh	不忘沟壑
bwgj	不忘故旧
bwgx	不无关系
bwhl	白往黑来
bwhm	白屋寒门
bwjg	兵微将寡
bwjj	百无禁忌
bwjy	保外就医
bwkf	比屋可封
bwkm	不务空名
bwkv	不问可知
bwll	百无聊赖
bwmv	百万买宅
bwnh	不为牛后
bwnu	不违农时
bwqb	不畏强暴
bwqj	博闻强记
bwqu	不畏权势
bwqv	博闻强识
bwqw	博物洽闻
bwrv	不为人知
bwsd	不为所动
bwsq	别无所求|八万四千
bwtf	别无他法
bwtk	霸王条款
bwtn	别无他念
bwtq	别无他求
bwtt	别无他途
bwtw	别无他物
bwvq	比武招亲
bwvy	不务正业
bwwa	变危为安
bwwq	不为瓦全
bwwy	把玩无厌
bwxb	不无小补
bwxg	薄物细故
bwxu	百万雄师
bwxz	别无选择
bwyl	博文约礼
bwyn	百无一能
bwyu	百无一失|百无一是|不为已甚
bwyt	并为一谈
bwyy	百无一用
bwvg	抱蔓摘瓜
bwvh	不舞之鹤
bxaa	白雪皑皑
bxbb	并行不悖
bxbf	不修边幅
bxbj	半新不旧|不徐不疾
bxbl	本相毕露
bxbq	补血补气
bxbt	本乡本土
bxbx	半信不信
bxby	半信半疑
bxcm	冰雪聪明
bxiu	笔下超生
bxcx	不虚此行
bxdc	博学多才
bxdh	彪形大汉
bxdu	不想多说
bxdw	博学多闻
bxdx	碧血丹心
bxeg	败兴而归
bxev	不宣而战
bxgb	不惜工本
bxgd	兵行诡道
bxgh	八仙过海
bxgs	保险公司
bxgv	白雪公主
bxjh	抱薪救火
bxjj	悲喜交集
bxld	本小利大
bxlw	本小利微
bxly	标新立异|拔新领异
bxng	本性难改
bxnl	不懈努力
bxnu	屏息凝神
bxny	本性难移|禀性难移|秉性难移
bxqj	保险起见|摆袖却金|避凶趋吉
bxqv	败絮其中
bxqy	背信弃义
bxri	包羞忍耻
bxrl	鼻息如雷
bxru	不省人事
bxry	不恤人言
bxuh	笔下生花
bxsq	不徇私情
bxux	不相上下
bxvb	不屑置辩
bxvl	败下阵来
bxvu	饱学之士
bxvv	不祥之兆
bxvy	宝相庄严
bxwj	冰消瓦解
bxwm	不相为谋
bxwu	不学无术
bxww	不相闻问
bxxv	步线行针
bxyg	不屑一顾
bxyv	不幸言中|必先与之
bxyy	比下有余
bxvi	伯埙仲篪
bxvh	把薪助火
bxzl	帮闲钻懒
bxzs	不肖子孙
bxvx	拔犀擢象
bybc	百依百从
bybd	褒衣博带
bybh	不夷不惠
bybr	不依不饶
bybu	暴饮暴食|百依百顺
bybs	百衣百随
bybx	鄙于不屑
byby	不言不语|不阴不阳
bybv	卜夜卜昼
bycg	白云苍狗
bycu	便宜从事
bydh	必要的话
bydl	毕业典礼
bydq	不饮盗泉
bydu	不用多说
bydt	别有洞天
bydv	不要当真
bydx	不用担心
bydz	八音迭奏
byef	不翼而飞
byem	八音遏密
byet	不约而同
byex	不言而信
byey	不言而喻
byez	不一而足
byfi	别有肺肠
byfq	别有风趣
byfu	不由分说
byfw	别有风味
bygf	比翼高飞|白云孤飞
bygj	不以规矩
bygl	不用管了
bygq	白衣公卿
byhf	必有后福
byhx	必有回响
byji	奔逸绝尘
byjl	不宜久留
byjr	拨云见日
byjy	必有近忧
bykq	不用客气
bylc	不予理睬
bylh	不亦乐乎
bylq	饱以老拳
bylt	白云蓝天
bylv	比翼连枝
bylw	毕业论文
byly	拨云撩雨
byqf	不厌其烦|比翼齐飞
byql	不远千里
byqu	白云亲舍|布衣黔首
byqx	白衣卿相|不厌其详
byrr	不因人热
byrv	暴雨如注|白鱼入舟
byui	北辕适楚
byuf	比翼双飞
bysf	必有死夫
bysg	半夜三更
byuj	毕业设计
bysq	必有所求
byuu	布衣蔬食
bytd	别有天地
bytu	白衣天使
byvc	不义之财
byvj	布衣之交
byvl	必由之路|不易之论
byvp	不予置评
byvs	鲍鱼之肆
bywi	不以为耻
bywd	布衣韦带
bywg	褒衣危冠
bywj	不要忘记
bywl	不远万里
bywq	不以为奇
bywr	不以为然
bywu	必有我师
bywx	白玉无瑕
bywy	不以为意
byxi	抱怨雪耻
byxg	别有心肝
byxh	闭月羞花|败也萧何
byxk	白眼相看
byxu	便宜行事|白衣秀士
byxt	百业萧条
byyb	必有一彪
byyd	不一样的
byyf	别有一番|必有勇夫
byyl	不遗余力
byyu	必有一伤|必有一失
byyt	不疑有他
byyx	别有用心
byyz	不易一字
byvb	秉要执本
byvd	不易之典
byvf	伯玉知非
byzf	不预则废
byzm	不言自明
byzv	不由自主
byvy	不虞之誉
bzbg	不醉不归
bvbq	不忮不求
bzbu	笨嘴笨舌
bzbw	不早不晚
bvbx	不止不行
bzcl	不在此列
bzil	餔糟啜醨
bziu	不足齿数
bvdd	秉烛待旦|不知丁董
bzdh	半自动化
bzdk	八字打开
bvdn	不知端倪
bzfr	婢作夫人
bzfw	不做凤尾
bzgi	不足挂齿
bvgi	不主故常
bvgk	不知甘苦
bzhh	奔走呼号
bzhx	不在话下
bzji	璧坐玑驰
bvjj	不知纪极
bvju	不栉进士
bzjy	不足介意
bvlh	不知利害
bzlj	憋足了劲
bzll	不自量力
bzlu	笔走龙蛇
bzmi	败走麦城
bvmf	笔诛墨伐
bzmq	摆在面前
bzmy	不怎么样
bzns	抱子弄孙
bvqj	敝帚千金
bzqj	兵在其颈
bvqk	不知其可
bzqw	不在其位
bvub	宝珠市饼
bzud	不择手段
bvuu	拔宅上升
bvuw	不知世务
bztq	必遭天谴
bzvi	不足之处|百足之虫
bzvu	笨嘴拙舌
bzwg	不足为怪
bvwg	彼众我寡
bzwh	不足为患
bzwj	不足为据
bzwl	不足为虑
bzwp	不足为凭
bzwq	不足为奇
bzwx	不足为训
bzwz	败则为贼
bzxg	奔走相告
bzxl	憋在心里
bzyc	不赞一词
bzym	不足与谋
bvyq	不值一钱
bzvf	不作浊富
bzzy	奔走钻营
bvzy	俾昼作夜
iadu	长安道上
iald	尘埃落定
iaqj	长安棋局
ibab	赤壁鏖兵
ibal	除暴安良
ibbf	吃不饱饭
cbbj	残兵败将
ibbj	处变不惊
cbbl	寸步不离
cbbr	残暴不仁|寸步不让
ibbx	常备不懈
cbcb	惨白惨白
ibih	齿白唇红
cbdj	残编断简
ibdl	差不多了
cbdl	词不逮理
ibdu	成败得失
ibds	尺布斗粟
cbdy	词不达意|辞不达意
ibdz	拆白道字
ibgq	喘不过气
ibgx	长臂管辖
ibhw	春冰虎尾
ibhz	吃饱喝足
cbjf	猝不及防
ibjl	沈博绝丽|沉博绝丽
ibkd	臭不可当
ibkw	臭不可闻
cblb	财不露白
ibld	成败利钝
cblj	残编裂简
iblr	成败论人
ibls	唇不离腮
iblt	秤不离砣
cblv	残杯冷炙
ibmg	吃闭门羹
ibmu	插标卖首
cbnx	寸步难行
cbny	寸步难移
cbql	寸步千里
cbrd	惨不忍睹
cbrw	惨不忍闻
cbry	惨不忍言
ibug	虫臂鼠肝
cbuh	彩笔生花
ibuq	成百上千
cbuq	才蔽识浅
ibuv	赤膊上阵
ibtd	差不太多
cbvq	才薄智浅
cbvw	草本植物
cbwb	慈悲为本
cbwh	慈悲为怀
cbwl	苍白无力
ibwq	诚不我欺
ibxf	吃不下饭
ibxg	城北徐公
ibxq	吃不下去
ibyf	称霸一方
ibyg	穿壁引光
ibyl	臭不要脸
ibvq	沉不住气
cbvu	材薄质衰
ibvx	蝉不知雪
ccbd	措辞不当
cibd	裁长补短
cibh	此唱彼和
iibj	愁肠百结
iibl	迟迟不来
ccbl	寸草不留
ccbq	参差不齐
cibq	层出不穷
iibq	踌躇不前|踟蹰不前
iibr	出尘不染
ccbu	寸草不生
iibs	超尘拔俗
ccbx	刺刺不休
ccby	参差不一
cibv	摧城拔寨|采椽不斫
iicd	愁肠寸断
cich	蹭吃蹭喝
iiih	吹唇唱吼
ccih	寸草春晖
cccl	参差错落
iiiv	处处掣肘
ccdd	层层叠叠
iidd	抽抽搭搭
cidf	粗茶淡饭
iidl	乘车戴笠
ccdm	璀璨夺目
iidr	楚楚动人
iiem	察察而明
ccgk	匆匆过客
iigq	重重关卡
cihh	擦出火花
iihh	吃吃喝喝
iiji	驰骋疆场
icjh	趁此机会
iijh	重出江湖|愁肠九回
cijj	草船借箭
iijj	长长久久
cijy	从长计议
icjy	重操旧业|楚材晋用
iikl	楚楚可怜
iikn	重重困难
ickq	尺寸可取
icld	陈词滥调
cclj	错彩镂金
cclu	草草了事
iilu	唱筹量沙
iiml	初出茅庐
iimm	缠缠绵绵
ccmm	匆匆忙忙
iimv	踌躇满志
ccnd	蚕丛鸟道
iinf	插翅难飞
iing	称臣纳贡
iinn	吵吵闹闹
iint	插翅难逃
iipb	处处碰壁
iipw	尺椽片瓦
icqh	除残去秽
ccrn	凑凑热闹
iirr	吵吵嚷嚷
ccub	草草收兵
ccui	草草收场
ciuf	残茶剩饭
iiuq	沉沉睡去
ccuw	草草收尾
ciwj	草创未就
iiwm	察察为明
iiws	持筹握算
iiww	颤颤巍巍
icxc	出此下策
iixd	赤诚相待
iixy	唇齿相依|陈陈相因
iixv	超超玄著
iiyd	蠢蠢欲动|吃穿用度
ccyd	苍翠欲滴
ccyh	从此以后
ciyk	从长远看
icyl	吃错药了
icyw	长此以往
iiyy	绰绰有余
iivb	唇齿之邦
icvd	尺寸之地
iivf	撑肠拄腹
icvg	尺寸之功
ccvj	仓卒之际
ccvr	仓卒主人
icvw	除此之外
iivx	吃穿住行
iivv	扯扯拽拽
cdbg	操刀必割
idbx	拆东补西
idci	尺短寸长
cdit	寸地尺天
iddg	称德度功
iddu	抽刀断水
cddx	从大到小
idfl	吹大法螺
idfv	重蹈覆辙
idht	怆地呼天
cdjb	才德兼备|材德兼备
idjh	闯荡江湖
cdjh	刺刀见红
idjx	唱独角戏
cdjy	惨淡经营|惨澹经营
cdlj	财殚力竭|财殚力尽
cdlp	财殚力痡
cdly	残冬腊月
idmf	车殆马烦
cdnj	窜端匿迹
cdny	材大难用|才大难用
cdqc	财大气粗|才短气粗
idql	赤地千里
cdrh	才大如海
iduc	惙怛伤悴
cdug	才多识寡
cduj	操刀伤锦
iduu	称得上是
cdss	才短思涩
cduu	辞多受少
iduy	传道授业|传道受业
idtr	重睹天日
idtx	唱对台戏
cdwj	次贷危机
idwx	尝胆卧薪
cdwy	此地无银
idyi	愁多夜长
idyl	尝鼎一脔
idys	蠢得要死
cdyx	词钝意虚
cdvj	操刀制锦
idvq	沉得住气
idvu	超度众生
idzt	迟到早退
idvx	赤胆忠心
cdvx	恻怛之心
iebi	舛讹百出
iebh	倡而不和
cebl	存而不论
iebw	充耳不闻
ieby	嫦娥奔月
iedn	痴儿呆女
iefe	出尔反尔
iequ	惩恶劝善
cerb	从恶如崩
ceub	从恶是崩
iesd	查尔斯顿
iewj	除恶务尽
ieyu	惩恶扬善
cfbq	此伏彼起
ifbs	茶饭不思
ifbu	垂范百世
cfci	草腹菜肠
cfcf	采葑采菲
ifiu	超凡出世
ifdy	春风得意
cffk	操斧伐柯
iffm	春风拂面
iffr	初发芙蓉|春风风人
iffy	沉浮俯仰
ifgi	蝉腹龟肠
ifhq	春风和气
ifhy	春风化雨
cfjp	辞富居贫
ifju	重复建设
ifjy	长发及腰
iflb	车匪路霸
cfle	藏锋敛锷
cflr	藏锋敛锐
cfls	餐风露宿
cflt	粗服乱头
cfly	藏锋敛颖
ifmm	春风满面
cfmy	餐风沐雨
ifnm	肠肥脑满
cfnx	餐风啮雪
ifny	嘲风弄月
ifpl	乘风破浪|长风破浪
ifpp	长发飘飘
cfqh	惭凫企鹤
ifql	吃饭去了|尺幅千里
ifrh	穿房入户
ifru	超凡入圣|出凡入胜
cfrx	餐风茹雪
cfsc	餐风宿草
cfsl	餐风宿露
ifum	充分说明
cfsu	餐风宿水
cfsx	骖风驷霞
cfsy	彩凤随鸦|采凤随鸦|餐风宿雨
cfsz	村夫俗子
iftg	尘饭涂羹
cfws	采风问俗
ifwx	茶饭无心
ifxy	春风夏雨
ifxv	冲锋陷阵
cfxv	摧锋陷阵
ifyd	春风一度
ifyf	乘风扬帆
cfyj	蹿房越脊
cfyl	餐风饮露|村夫野老|餐风咽露
cfym	藏富于民
ifyq	乘肥衣轻
ifyu	春风沂水
ifyy	嘲风咏月
ifzq	冲锋在前
ifvy	惩忿窒欲
cgbd	才高八斗
igbk	尘垢秕糠
cgby	苍狗白衣|苍狗白云
igid	楚弓楚得
igij	惩羹吹齑
cgdb	残圭断璧
cgdd	从高到低
igdg	称孤道寡
cgdj	从古到今
igdj	重规迭矩
igdk	长歌当哭
cgdu	刺股读书
cgey	才贯二酉
igev	垂拱而治
igfr	成果斐然
cgfu	才广妨身
igkz	唇干口燥
igli	出乖露丑
cglf	残羹冷饭
iglh	车轱辘话
iglk	莼羹鲈脍
iglu	处高临深
cglv	残羹冷炙
iglx	陈规陋习|春光漏泄
igmj	吃干抹净
igmm	春光明媚
cgnw	藏垢纳污
cgpg	藏弓烹狗
cgqb	才高七步
igql	楚棺秦楼
cgqq	才高气清
igqq	出谷迁乔
cgqs	才过屈宋
cgrh	操觚染翰
cgrn	凑个热闹
cgru	操戈入室
cguf	残羹剩饭|残膏剩馥
cguy	才高识远
cgtu	操戈同室
cgvj	从古至今
cgwr	摧刚为柔
cgww	菜过五味
cgxh	才高行厚
cgxj	才高行洁
cgxl	刺股悬梁
igxw	晨光熹微
cgyg	才高意广
cgyh	挫骨扬灰
igyh	重归于好
cgyj	才高运蹇
igyn	春光旖旎
igvg	蟾宫折桂
igzr	沉痼自若
cgvu	材高知深
igvv	常规战争
chbl	残花败柳
ihbl	钗横鬓乱
ihib	唇红齿白
ihcc	春晖寸草
ihik	诚惶诚恐
chit	仓皇出逃
chiv	才华出众|才华超众|操翰成章
chdc	裁红点翠
chdd	采花大盗
ihdd	春回大地
ihdj	趁火打劫|出何典记
ihdu	搀行夺市
ihdx	晨昏定省
chel	从何而来
chfb	醋海翻波
chff	苍黄翻复|苍黄翻覆|苍黄反复
ihfy	揣合逢迎
ihgl	柴毁骨立
chgr	聪慧过人
chgu	才华盖世
ihhb	苌弘化碧
chhl	沧海横流
chhy	才华横溢
ihjl	橙黄橘绿
ihjm	春和景明
chjx	厝火积薪
ihlp	巢毁卵破
ihlq	春寒料峭
ihml	惝恍迷离
chmm	此恨绵绵
ihmx	柴毁灭性
chnf	错恨难返
chpd	慈航普度
ihqh	瞠乎其后
chqr	存乎其人
ihqu	尺蠖求伸|春华秋实
ihqy	春花秋月
chuc	仓皇失措
ihsn	豺虎肆虐
chuq	从何说起
ihuu	城狐社鼠
chst	沧海桑田
ihtn	冲昏头脑
chwc	仓皇无措
ihxx	承欢膝下
chyl	沧海一鳞
chys	沧海一粟
chyv	沧海遗珠
chyx	存乎一心
ihyx	持衡拥璇
chzj	此话怎讲
chvl	粲花之论
ihvl	吹灰之力
ihvx	豺狐之心
cjba	踧踖不安
ijbb	处惊不变
ijbf	触机便发
ijbg	抽筋拔骨
cjbj	残军败将
ijbq	缠夹不清
ijbx	除旧布新
ijby	吃惊不已
ijcf	出嫁从夫|乘坚策肥
cjch	曾经沧海
cjit	寸进尺退
ijiw	成己成物
ijix	初见成效
ijdg	超级大国
ijdn	初见端倪
ijdr	穿井得人
ijdy	穿金戴银
cjeg	擦肩而过
cjff	采及葑菲
ijfr	成绩斐然|醇酒妇人
ijgb	除奸革弊
ijgm	初具规模
ijgx	穿街过巷|除旧更新
ijgy	沉静寡言
ijhh	楚界汉河
cjhu	曾几何时
cjjr	从井救人
ijkl	春节快乐
ijku	鹑居鷇食
ijkt	吃尽苦头
ijlg	戳脊梁骨
cjlj	财竭力尽
ijly	成家立业|吹角连营
ijlv	掣襟露肘
ijnh	长颈鸟喙
ijpl	船坚炮利
ijqb	钗荆裙布
cjqh	草间求活
ijql	乘坚驱良
cjrh	惨绝人寰
cjrl	从谏如流
ijrl	澄江如练
cjrm	草菅人命|草芥人命
ijrq	出简让全
ijrx	出将入相
ijsb	传经送宝
ijub	唇焦舌敝
ijud	差距甚大
ijsh	成吉思汗
ijuq	触景生情
ijsx	长江三峡
cjtq	从今天起
ijtq	长江天堑
ijtr	重见天日
ijtu	创巨痛深
cjwh	从今往后
ijws	出家为僧
cjww	才兼文武
ijxi	巢居穴处
cjxk	蚕绩蟹匡
ijxu	铲迹销声
cjxv	摧坚陷阵
cjyh	从今以后
ijyu	猖獗一时
ijyw	称家有无
ijyx	除旧迎新
cjyx	辞旧迎新
ijyy	察见渊鱼
cjvd	材剧志大
ijvg	察今知古
ijvj	长久之计|杵臼之交
ijvl	秤斤注两
ijvn	踔绝之能
ijvr	察己知人
ijzx	穿街走巷
cjzy	促进作用
ijvy	炊金馔玉
cjzz	仓颉造字
ijvv	沉肩坠肘
ckbd	才夸八斗
ckck	参考参考
ikiv	出口成章
ikdh	插科打诨
ikdu	赤口毒舌
ikei	冲口而出
ckfl	从宽发落
ikgj	沉疴痼疾
ikjm	吹糠见米
ckli	财匮力绌
cklx	摧枯拉朽
ikmj	初窥门径
iknl	吃苦耐劳
iknq	沉疴难起
ikqf	春困秋乏
ikre	出口入耳
iksj	沉疴宿疾
ikuj	谗口铄金
ikur	出口伤人
ikxf	敞开心扉
ikyc	吃糠咽菜
ckvf	摧枯折腐
ilbc	出类拔萃
clbi	错漏百出
clbd	寸利必得
ilbe	柴立不阿
clbh	从来不会
ilbq	查漏补缺
clbq	错落不齐
clbt	此路不通
ilbx	川流不息
clby	从来不用
ilch	持蠡测海
clih	惨绿愁红
clcl	错了错了
clcm	蹙了蹙眉
clcq	猜来猜去
ilix	豺狼成性
ildd	豺狼当道
ildk	吃了大亏
ildl	豺狼当路
cldm	灿烂夺目
ildn	初露端倪
ildt	豺狼当涂
cldv	层峦叠嶂
ildv	重峦叠嶂
ilew	丑类恶物
ilfc	长林丰草
ilff	踔厉奋发|踔厉风发
ilfg	沉李浮瓜
ilfj	常鳞凡介
ilfm	初露锋芒
ilfn	出离愤怒
clfz	丛林法则
ilgf	吃了个饭
ilgh	长虑顾后
ilhb	豺狼虎豹
ilhd	豺狼横道
clhh	灿烂辉煌
ilhy	崇论闳议
iljl	陈力就列
cljr	层林尽染
clju	草率将事
iljx	乘龙佳婿
ilkf	乘鸾跨凤
ilkq	出了口气
clku	从零开始
ilkx	乘龙快婿
cllr	沧浪老人
ilmd	出了名的
clmy	从来没有
clnh	惨绿年华
ilpt	触类旁通|成龙配套
ilpw	吃里扒外|吃里爬外
ilqj	春兰秋菊
ilqu	春露秋霜
ilqz	吃了枪子
clrl	从令如流
clsg	草庐三顾
clun	惨绿少年
ilti	吹拉弹唱
iltj	初露头角
iltv	垂帘听政
clwh	藏龙卧虎
ilwy	长乐未央
clxh	财力雄厚
ilyc	樗栎庸材
clyh	骖鸾驭鹤
ilyj	吃了一惊|持禄养交
clyv	错落有致
ilyx	豺狼野心
clvi	寸量铢称
ilvd	初来乍到
ilvj	充类至尽
ilvm	车笠之盟
ilvq	充闾之庆
ilvs	莼鲈之思
clzu	采兰赠芍
ilvw	豺狼之吻
clzy	采兰赠药
clvy	摧兰折玉
imbl	出毛病了
imbq	长眠不起
imbs	长命百岁
imby	沉默不语
imbv	愁眉不展
cmce	攒眉蹙额
imig	吃没吃过
cmcl	寸木岑楼
cmcm	参谋参谋
imim	炒买炒卖
imir	缠绵床褥
cmcv	聪明才智
cmeu	侧目而视
imfc	缠绵悱恻
imfe	长目飞耳
imfg	长命富贵
imfq	柴米夫妻
cmfx	草靡风行
cmfy	策马飞舆
cmgr	聪明过人
imgy	沉默寡言
imgv	承蒙关照
imhc	出谋划策|出谋画策
cmhl	残民害理
imhw	鸱目虎吻
cmhw	残民害物
cmjb	草木皆兵
cmjd	聪明绝顶
cmjg	从没见过
imjj	窗明几净
cmjl	策名就列
cmjq	才貌兼全|才貌俱全
imjs	沉湎酒色
imju	瞠目结舌|触目皆是
imjt	重门击柝
imjx	触目惊心|怵目惊心
cmjx	草木俱朽
imkl	愁眉苦脸
imld	车马劳顿
cmll	聪明伶俐
cmlq	才貌两全
imlr	吹毛利刃
imlx	程门立雪
imly	愁眉泪眼
cmly	草满囹圄
imqc	吹毛求疵
imqi	瞋目切齿
imqu	垂名青史
imrg	触目如故
imru	臣门如市
cmru	操矛入室
imuh	城门失火
imuj	沉默是金
cmuj	才貌双绝
cmum	慈眉善目
cmuq	才貌双全
imsy	愁眉锁眼
cmtq	从明天起
imtx	触目恸心
imtv	愁眉啼妆
cmvi	聪明之处
cmvy	摧眉折腰
imwi	出没无常
imwd	除魔卫道
imwh	春梦无痕
imwl	魑魅魍魉
cmwu	慈明无双
