he	他|氦
ahmadabad	艾哈迈达巴德
ahmed	艾哈迈德
ahmedabad	艾哈迈达巴德
ahoy	喂
ai	爱
ai	人工智能
aid	援助
aida	阿依达
aide	助手
aided	辅助
aidedecamp	副官
aides	助手
aiding	援助
aidman	救护员
aids	艾滋病
aie	唉
aiee	哎呀
aigc	人工智能生成内容
ai generated content	人工智能生成内容
aigret	白鹭
aiguillette	肩带
aiken	艾肯
ail	折磨
ailanthus	臭椿
aileen	艾琳
aileron	副翼
ailerons	副翼
ailing	生病的
ailment	疾病
ailments	疾病
aim	目标
aimed	瞄准
aimer	瞄准者
aimers	瞄准者
aiming	瞄准中
aimless	无目标
aimlessly	漫无目的
aims	目标
ain't	不是
ainu	阿伊努人
ainus	阿伊努人
air	空气
air-conditioning	空调
airbag	安全气囊
airbags	安全气囊
airbed	充气床
airbnb	爱彼迎
airborne	空降的
airbrush	喷枪
airbus	空客
aircraft	飞机
aircrew	机组
airdrome	机场
airdrop	隔空投送
airdrops	空投
aired	播出的
airedale	艾尔谷犬
airer	晾衣架
airers	晾衣架
aires	艾里斯
airfare	机票
airfares	机票
airfield	机场
airfields	机场
airflow	气流
airfoil	翼型
airfoils	翼型
airforce	空军
airframe	机身
airframes	机身
airfreight	空运
airglow	气辉
airgraph	航空信
airily	轻快地
airiness	通风
airing	晾晒
airings	晾晒
airless	不通风的
airlift	空运
airlifts	空运
airline	航空公司
airliner	客机
airlines	航空公司
airlock	气闸
airlocks	气闸
airmail	航空邮件
airmails	航空邮件
airman	飞行员
airmen	飞行员
airometer	风速计
airpark	停机坪
airplane	飞机
airplanes	飞机
airplay	隔空播放
airpods	无线耳机
airpods max	头戴式耳机
airpods max	头戴式耳机
airpods pro	入耳式耳机
airport	机场
airports	机场
airs	姿态
airscrew	螺旋桨
airship	飞艇
airships	飞艇
airsick	晕机
airsickness	晕机症
airsoft	软气枪
airspace	空域
airspeed	空速
airstream	气流
airstrip	简易机场
airstrips	简易机场
airtight	密封的
airwave	电波
airwaves	电波
airway	航路
airways	航路
airwoman	女飞行员
airworthiness	适航性
airworthy	适航的
airy	通风的
aisle	过道
aitch	字母h
aitken	艾特肯
aiwa	爱华
ajar	微开的
ajax	阿贾克斯
ajax	阿贾克斯
aka	又名
akers	埃克斯
akimbo	叉腰的
akin	类似的
akon	阿肯
akos	阿科斯
akron	阿克伦
ala	阿拉
alabama	阿拉巴马
alabamans	阿拉巴马人
alabamian	阿拉巴马人
alabaster	雪花石膏
alacarte	单点的
alacrity	敏捷
aladdin	阿拉丁
alain	阿兰
alameda	阿拉米达
alamo	阿拉莫
alamode	时髦
alamos	阿拉莫斯
alan	艾伦
alar	阿拉尔
alarm	警报
alarmed	警觉的
alarming	令人担忧的
alarmingly	惊人地
alarmism	危言耸听
alarmist	危言耸听者
alarms	警报
alarum	警报
alary	翼状的
alas	唉
alaska	阿拉斯加
alaskan	阿拉斯加的
alastair	阿拉斯泰尔
alate	有翼的
alb	白袍
alba	黎明
albacore	长鳍金枪鱼
albania	阿尔巴尼亚
albanian	阿尔巴尼亚的
albanians	阿尔巴尼亚人
albany	奥尔巴尼
albatross	信天翁
albedo	反照率
albeit	尽管
alberich	阿尔贝里希
albert	阿尔伯特
alberta	阿尔伯塔
alberto	阿尔贝托
albescent	变白的
albinism	白化病
albino	白化病人
albion	阿尔比恩
albrecht	阿尔布雷希特
albright	奥尔布赖特
album	相册
albumen	蛋白
albumin	白蛋白
albuminoid	类蛋白
albuminuria	蛋白尿
albums	相册
albuquerque	阿尔伯克基
alcalde	市长
alcatel	阿尔卡特
alcazar	城堡
alcestis	阿尔刻斯提斯
alchemic	炼金术的
alchemist	炼金术士
alchemy	炼金术
alcibiades	阿尔西比亚德斯
alcmena	阿尔克墨涅
alcoa	美铝
alcohol	酒精
alcoholic	酗酒者
alcoholics	酗酒者
alcoholise	使含酒精
alcoholism	酗酒
alcoholize	酒精化
alcoholmeter	酒精计
alcoholometer	酒精比重计
alcohols	醇类
alcott	奥尔科特
alcove	凹室
alcoves	凹室
aldebaran	毕宿五
aldehyde	醛
alden	奥尔登
alder	桤木
alderman	市议员
aldermanic	市议员的
aldermen	市议员
aldine	阿尔定
aldosterone	醛固酮
aldrich	奥尔德里奇
ale	麦芽酒
aleatory	偶然的
alec	亚历克
aleck	亚历克
aleconner	啤酒检验员
alee	下风
alegar	酸麦芽酒
alembic	蒸馏器
aleph	阿列夫
alert	警觉
alerted	警觉的
alertedly	警觉地
alerter	警报器
alerters	警报器
alerting	警报
alertly	警觉地
alertness	警觉
alertor	警报器
alerts	警报
aleut	阿留申人
aleutian	阿留申的
alewife	油鲱
alex	亚历克斯
alexa	亚历克莎
alexander	亚历山大
alexandra	亚历山德拉
alexandre	亚历山大
alexandria	亚历山大港
alexandrine	亚历山大诗体
alexei	阿列克谢
alexia	失读症
alexis	亚历克西斯
alfa	阿尔法
alfalfa	苜蓿
alfonso	阿方索
alfred	阿尔弗雷德
alfredo	阿尔弗雷多
alfresco	户外的
alga	藻类
algae	藻类
algaecide	除藻剂
algal	藻类的
algebra	代数
algebraic	代数的
algebraically	代数上
algebras	代数
algenib	壁宿一
alger	阿尔及尔
algeria	阿尔及利亚
algerian	阿尔及利亚的
algid	寒冷的
algiers	阿尔及尔
algin	藻胶
alginate	藻酸盐
algol	大陵五
algol	算法语言
algology	藻类学
algonquian	阿尔冈昆语
algonquin	阿尔冈昆人
algophobia	恐痛症
algorithm	算法
algorithmic	算法的
algorithmically	算法上
algorithms	算法
alhambra	阿尔罕布拉宫
ali	阿里
ali	阿里
alias	别名
aliased	别名的
aliases	别名
aliasing	别名化
alibaba	阿里巴巴
alibaba group	阿里巴巴集团
alibi	不在场证明
alibis	不在场证明
alibris	阿利布里斯
alicante	阿利坎特
alice	爱丽丝
alicia	艾丽西亚
alien	外星人
alienability	可转让性
alienable	可转让的
alienate	疏远
alienated	疏远的
alienates	疏远
alienating	疏远的
alienation	疏离
alienator	让与人
alienee	受让人
alienist	精神病学家
alienor	让与人
aliens	外星人
alienware	外星人电脑
alight	降落
align	对齐
aligned	对齐的
aligning	对齐
alignment	对齐
alignments	对齐
aligns	对齐
alike	相似的
aliment	食物
alimentary	消化
alimentation	营养
aliments	食物
alimony	赡养费
aline	对齐
alinement	结盟
alipay	支付宝
aliped	翼手
aliphatic	脂肪族
aliquant	非整除
aliquot	整除
alison	艾莉森
alist	列表
alistair	阿利斯泰尔
alita	阿丽塔
alito	阿利托
alive	活着
aliworkbench	工作台
alizarin	茜素
alkali	碱
alkalify	碱化
alkaline	碱性
alkalinity	碱度
alkalis	碱类
alkalization	碱化
alkalize	碱化
alkaloid	生物碱
alkaloids	生物碱
alkyd	醇酸
alkyl	烷基
all	全部
allah	安拉
allan	艾伦
allargando	渐慢
allay	缓解
allayed	缓解
allaying	缓解
allays	缓解
allegation	指控
allegations	指控
allege	声称
alleged	声称
allegedly	据称
alleges	声称
alleghenies	阿勒格尼
allegheny	阿勒格尼
allegiance	效忠
allegiances	效忠
alleging	声称
allegoric	寓言的
allegorical	寓言的
allegorically	寓言地
allegories	寓言
allegorist	寓言家
allegory	寓言
allegra	阿莱格拉
allegretto	小快板
allegrettos	小快板
allegro	快板
allele	等位基因
alleles	等位基因
allemande	阿勒曼德舞
allen	艾伦
allendale	艾伦代尔
allende	阿连德
allentown	阿伦敦
allergen	过敏原
allergenic	致敏的
allergic	过敏的
allergies	过敏症
allergist	过敏专家
allergy	过敏
alleviate	缓解
alleviated	缓解的
alleviates	缓解
alleviating	缓解中
alleviation	缓解
alleviative	缓解的
alleviator	缓解者
alley	小巷
alleys	小巷
alleyway	小巷
alleyways	小巷
allhallows	万圣节
alliance	联盟
alliances	联盟
allied	同盟的
allies	盟友
alligator	鳄鱼
alligators	鳄鱼
allis	艾利斯
allison	艾莉森
alliterate	押头韵
alliteration	头韵
alliterations	头韵
alliterative	押头韵的
allocatable	可分配的
allocate	分配
allocated	已分配的
allocates	分配
allocating	分配中
allocation	分配
allocations	分配
allocator	分配器
allocators	分配器
allocution	训谕
allograph	异形字
allonym	假名
allopath	对抗疗法医师
allopathy	对抗疗法
allophone	音位变体
allophones	音位变体
allophonic	音位变体的
allot	分配
allotment	分配
allotments	分配
allotrope	同素异形体
allotropic	同素异形体的
allots	分配
allotted	已分配的
allottee	受配人
allotter	分配者
allotting	分配
allover	遍布
allow	允许
allowable	允许的
allowably	可允许地
allowance	津贴
allowances	津贴
allowed	允许的
allowing	允许
allows	允许
alloy	合金
alloys	合金
allseed	多籽植物
allspice	多香果
allstate	好事达
allude	暗指
alluded	暗指
alludes	暗指
alluding	暗指
allure	诱惑
allurement	诱惑物
alluring	诱人的
allusion	暗示
allusions	暗示
allusive	暗示的
allusiveness	暗示性
alluvia	冲积层
alluvial	冲积的
alluvium	冲积层
ally	盟友
allying	结盟
allyn	阿林
alma	母校
almaden	阿尔马登
almalinux	阿尔马linux
almanac	年鉴
almanacs	年鉴
almightiness	全能
almighty	全能的
almirah	衣柜
almond	杏仁
almonds	杏仁
almoner	施赈员
almonry	施赈所
almost	几乎
alms	施舍
almshouse	济贫院
almsman	受施者
alnico	铝镍钴
aloe	芦荟
aloes	芦荟
aloft	在高处
aloha	阿罗哈
alone	独自
aloneness	孤独
along	沿着
alongshore	沿岸
alongside	旁边
aloof	疏远
aloofness	冷漠
alopecia	脱发
aloud	大声
alp	高山
alpaca	羊驼
alpenhorn	阿尔卑斯号角
alpenstock	登山杖
alpert	阿尔珀特
alpha	阿尔法
alphabet	字母表
alphabetic	字母的
alphabetical	按字母顺序的
alphabetically	按字母顺序
alphabetics	字母学
alphabetize	按字母顺序排列
alphabetized	按字母顺序排列的
alphabetizes	按字母顺序排列
alphabetizing	按字母顺序排列
alphabets	字母表
alphafold	阿尔法折叠
alphago	阿尔法围棋
alphameric	字母数字的
alphanumeric	字母数字的
alpheratz	壁宿二
alpheus	阿尔菲斯
alphonse	阿方斯
alphscope	阿尔法镜
alpine	高山的
alpinist	登山者
alprazolam	阿普唑仑
alps	阿尔卑斯山
already	已经
alright	好的
alsace	阿尔萨斯
alsatian	阿尔萨斯犬
alsatians	阿尔萨斯犬
also	也
alsop	阿尔索普
alt	高音
alta	阿尔塔
altair	牵牛星
altar	祭坛
altars	祭坛
altavista	阿尔塔维斯塔
alter	改变
alterability	可变性
alterable	可改变的
alterant	改变剂
alteration	改动
alterations	改动
alterative	改善的
altercation	争吵
altercations	争吵
altered	改变了的
alterer	改变者
alterers	改变者
altering	改变中
alternate	交替的
alternated	交替了
alternate history	架空历史
alternately	交替地
alternates	替代者
alternating	交替的
alternation	交替
alternations	交替
alternative	替代的
alternatively	或者
alternatives	替代方案
alternator	交流发电机
alternators	交流发电机
alters	改变
althaea	蜀葵
althea	蜀葵
althorn	中音号
although	虽然
altimeter	高度计
altitude	海拔
altitudes	海拔
altman	奥特曼
alto	中音
altogether	完全
alton	奥尔顿
altos	中音
altruism	利他主义
altruist	利他主义者
altruistic	利他的
altruistically	利他地
alu	铝
alum	明矾
alumina	氧化铝
aluminium	铝
aluminize	镀铝
aluminum	铝
aluminumal	铝铝
alumna	女校友
alumnae	女校友
alumni	校友
alumnus	男校友
alumroot	矾根
alundum	刚玉
alva	阿尔瓦
alvarez	阿尔瓦雷斯
alveolar	齿槽的
alveolate	蜂窝状的
alveoli	肺泡
alveolus	肺泡
alvin	阿尔文
always	总是
alyssa	艾丽莎
alzheimer	阿尔茨海默
am	是
ama	阿妈
amadavat	梅花雀
amadeus	阿马迪厄斯
amah	保姆
amain	猛烈地
amalgam	汞合金
amalgamate	合并
amalgamated	合并的
amalgamates	合并
amalgamating	合并中
amalgamation	合并
amalgamative	合并的
amalgamator	合并器
amalgams	混合物
amanda	阿曼达
amanita	毒蝇伞
amanuensis	文书
amaranth	苋菜
amaranthine	不凋的
amarelle	酸樱桃
amaretto	杏仁酒
amarillo	阿马里洛
amaryllis	孤挺花
amass	积累
amassed	积累的
amasses	积累
amassing	积累中
amateur	业余
amateurish	业余的
amateurishness	业余
amateurism	业余主义
amateurs	业余者
amative	多情的
amatory	情爱的
amatuer	业余
amature	业余
amaurosis	黑蒙
amaze	惊奇
amazed	惊讶的
amazedly	惊讶地
amazement	惊讶
amazer	惊奇者
amazers	惊奇者
amazes	使惊奇
amazing	惊人的
amazingly	惊人地
amazon	亚马逊
amazons	亚马逊
amazon web services	亚马逊云服务
ambassador	大使
ambassadorial	大使的
ambassadors	大使
ambassadorship	大使职位
ambassadress	女大使
amber	琥珀
ambergris	龙涎香
ambiance	氛围
ambidexter	双手灵巧者
ambidexterity	双手灵巧
ambidextrous	双手灵巧的
ambidextrously	双手灵巧地
ambien	安必恩
ambience	氛围
ambient	周围的
ambiguities	歧义
ambiguity	歧义
ambiguous	模棱两可的
ambiguously	模棱两可地
ambipolar	双极性
ambition	雄心
ambitions	抱负
ambitious	有抱负的
ambitiously	雄心勃勃地
ambivalence	矛盾心理
ambivalent	矛盾的
ambivalently	矛盾地
ambivert	中间性格
amble	漫步
ambled	漫步过
ambler	漫步者
ambles	漫步
ambling	漫步中
ambrosia	神食
ambrosial	美味的
ambulance	救护车
ambulances	救护车
ambulant	流动的
ambulate	行走
ambulation	行走
ambulatory	可走动的
ambuscade	伏击
ambush	伏击
ambushed	被伏击
ambushes	伏击
amd	和
amd	超微
amd	超微
amdahl	阿姆达尔
amdgpu	amd显卡
amelia	阿米莉亚
ameliorable	可改善的
ameliorate	改善
ameliorated	改善的
ameliorating	改善中
amelioration	改善
ameliorative	改善的
amen	阿门
amenability	顺从性
amenable	顺从的
amenably	顺从地
amend	修正
amendable	可修正的
amendatory	修正的
amended	修正的
amending	修正中
amendment	修正案
amendments	修正案
amends	赔偿
amenities	便利设施
amenity	便利设施
amenorrhea	闭经
ament	智力缺陷者
amentia	智力缺陷
amerada	阿美拉达
amerce	罚款
america	美国
american	美国人
americana	美国文物
americanisation	美国化
americanise	美国化
americanism	美国主义
americanization	美国化
americanizations	美国化
americanize	美国化
americanizer	美国化者
americanizers	美国化者
americanizes	美国化
americans	美国人
americas	美洲
americium	镅
ames	艾姆斯
amethyst	紫水晶
amex	美国运通
amharic	阿姆哈拉语
amherst	阿默斯特
ami	朋友
amiability	友善
amiable	友善的
amiably	友善地
amicability	友善
amicable	友善的
amicably	友善地
amice	披肩
amid	在...之中
amide	酰胺
amidol	阿米多酚
amidships	在船中部
amidst	在...之中
amiga	阿米加
amigo	朋友
amine	胺
amino	氨基
amir	埃米尔
amiss	不对
amity	友好
amman	安曼
ammerman	阿默曼
ammeter	电流表
ammo	弹药
ammonia	氨
ammoniac	氨的
ammoniated	含氨的
ammonite	菊石
ammonium	铵
ammunition	弹药
amnesia	失忆
amnesty	赦免
amniocentesis	羊膜穿刺
amniote	羊膜动物
amniotic	羊膜的
amoco	阿莫科
amoeba	阿米巴
amoebae	阿米巴
amoebas	阿米巴
amoebean	对答的
amoebic	阿米巴的
amoeboid	阿米巴状的
amok	狂乱
among	在
amongst	在
amontillado	阿蒙蒂亚多
amor	爱
amoral	非道德的
amorality	非道德性
amorist	爱情家
amorous	多情的
amorphous	无定形的
amorphously	无定形地
amortization	摊销
amortize	摊销
amortized	已摊销
amortizes	摊销
amortizing	摊销中
amos	阿摩司
amount	数量
amounted	总计
amounter	计算者
amounters	计算者
amounting	总计中
amounts	数量
amour	恋情
amoy	厦门
amp	安培
ampelopsis	蛇葡萄
amperage	电流强度
ampere	安培
amperes	安培
amperite	安培器
ampersand	和号
ampersands	和号
ampex	安培克斯
amphetamine	安非他明
amphetamines	安非他明
amphibian	两栖动物
amphibians	两栖动物
amphibious	两栖的
amphibiously	两栖地
amphibioustroops	两栖部队
amphibole	角闪石
amphibology	歧义
amphitheater	圆形剧场
amphitheaters	圆形剧场
amphitheatre	圆形剧场
amphitryon	安菲特律翁
amphora	双耳瓶
amphoteric	两性的
ample	充足的
amplidyne	放大机
amplification	放大
amplified	放大的
amplifier	放大器
amplifiers	放大器
amplifies	放大
amplify	放大
amplifying	放大
amplitude	振幅
amplitudes	振幅
